date,sector_name,iip_yoy_growth_lag1,ALUMINUM_vol_3m,COPPER_vol_6m,RICE_05_volatility_3m,ALUMINUM_mom_change,CRUDE_PETRO_volatility_6m,RICE_05_mom_change,RICE_05_vol_6m,COPPER_vol_3m,CRUDE_PETRO_mom_change,RICE_05_volatility_6m,gdp_growth_yoy,COPPER_mom_change,COPPER_volatility_3m,CRUDE_PETRO_volatility_12m,betweenness_centrality,wheat_volatility_x_linkage,WHEAT_US_HRW_volatility_3m,WHEAT_US_HRW_vol_6m,WHEAT_US_HRW_vol_3m,WHEAT_US_HRW_vol_12m,ALUMINUM_volatility_3m,CRUDE_PETRO_volatility_3m,oil_volatility_x_centrality,CRUDE_PETRO_lag1,RICE_05_vol_3m,COPPER_vol_12m,CRUDE_PETRO_vol_3m,WHEAT_US_HRW_mom_change,WHEAT_US_HRW_lag1,oil_shock_x_pagerank,WHEAT_US_HRW_x_backward,month_sin,pagerank,RICE_05_shock_any,closeness_centrality,RICE_05_volatility_12m,eigenvector_centrality,ONI_lag_3m,degree_centrality,forward_linkage,wpi_(a)__food_articles,month_cos,ONI_lag_6m,ALUMINUM_shock_negative,COPPER_shock_positive,quarter,Month_num,CRUDE_PETRO_shock_negative,forward_x_metal,target
2020-10-01,"Manufacture of fabricated metal products, except machinery and equipment",-0.03007722763925874,-0.3458064100029783,0.03492217965707896,0.43924509914398674,0.777794548484399,-0.34305579095145716,-1.53112621915848,1.13161879724863,-1.0181724346782077,-0.1999581318499948,-0.18544302284990577,-2.0952281550685767,-0.01630212715334307,-0.6242256298624318,0.9749257348350379,0.4474363282040573,0.34205249660125875,1.3154046940732844,1.102169447037652,0.24240419380866346,0.28781908218638724,-0.46852048669138857,-0.7046339685456534,0.10891727354802032,-1.3075257432983358,1.0371767009878856,1.267950123618747,-0.34045637883784846,1.7034330601167806,-0.1497647744347061,-0.21573292008274633,-0.2596880272276908,-1.234015296382886,-0.08712046850636394,-0.25724787771376323,0.32558955612198953,0.8126962477567619,0.7183532167827822,-0.4802870729119438,0.8416361991726621,0.4804536073493035,0.364435335258538,0.6797884282658464,-0.05967991306602868,-0.16843038421330378,-0.20776300831933314,1.3472395837091513,0.6159022465823911,-0.16843038421330378,2.9604298812278502,13.2544378698225
2020-11-01,"Manufacture of fabricated metal products, except machinery and equipment",-0.023766377107800697,-0.01384872098663442,0.007624216427346834,0.24839730740495541,1.624261331324371,-1.1238371857749838,0.8017569889559603,0.7919628873855118,-0.5088504541635358,0.5778561627614611,-0.2272108799647713,-2.0952281550685767,1.1419175747456747,-0.10518863334669577,0.7635566106938817,0.4474363282040573,0.4717547184285618,0.30049965124645844,0.49677489888667525,0.2751958138422042,0.3100471706776372,0.544372462506511,-0.9158911471542147,-0.7131893489109858,-1.339114576328822,0.7920828493220445,1.3744524990858324,-0.12393766839556515,0.03553409344472559,0.1601746540985487,-0.21573292008274633,-0.25642180440136136,-0.7109343738189572,-0.08712046850636394,-0.25724787771376323,0.32558955612198953,0.45899001835566816,0.7183532167827822,-0.4802870729119438,0.8416361991726621,0.4804536073493035,-0.1687905230674805,1.1922584572126622,-0.05967991306602868,-0.16843038421330378,-0.20776300831933314,1.3472395837091513,0.6159022465823911,-0.16843038421330378,2.9604298812278502,-6.6210045662100425
2020-12-01,"Manufacture of fabricated metal products, except machinery and equipment",-0.0419358257471353,-0.7252984256299129,0.02427940058162702,0.8286178137213532,0.902661685791213,-0.7166357000210303,1.3395365786999618,1.1397019195193705,0.5678978542070664,1.4984943920809168,-0.2272108799647713,-2.0952281550685767,2.1887937030790425,1.8910721995602526,0.43039633397895977,0.4474363282040573,0.16579119845687337,-0.891647354800452,0.272910651573467,0.3870820268642204,0.36933754650439937,0.6732110461726718,0.18105273055749346,-0.28443548728863566,-1.2301406595114053,1.426197868896963,1.7837071470073484,0.12838323780351174,-0.28418106139274585,0.1682119812566232,-0.21573292008274633,-0.2791322599906824,0.003607454638371598,-0.08712046850636394,-0.25724787771376323,0.32558955612198953,0.17828528579309458,0.7183532167827822,-0.4802870729119438,0.8416361991726621,0.4804536073493035,-1.3778316039859686,1.3798355064853438,-0.05967991306602868,-0.16843038421330378,4.813176359397885,1.3472395837091513,0.6159022465823911,-0.16843038421330378,2.9604298812278502,3.340292275574108
2013-04-01,Manufacture of food products,-0.03386501631677087,0.37048750008862,-0.2009337214326486,-1.0294817751678667,-0.6612185758799453,-0.7127524752179458,-0.09092924931364822,-2.0068463587583962,-0.16044330971739945,-0.3873049133178013,-1.3964538504033013,0.2730086447262832,-1.2545569426337135,1.1351586595231151,-0.753571214754084,2.0467041698482475,1.7056755581364396,-0.5578386485692416,-1.4819490081437787,-0.9542138545346072,1.0062940371296463,0.5819528222923475,0.13130440726084744,-0.54633149976984,1.5003663276551427,-1.4970326335945139,0.003082480067487075,-0.5184481489758099,-0.08608991417820776,0.6297195526425086,-0.21573292008274633,3.715488911221857,1.24123020565963,0.5988056068998532,-0.25724787771376323,0.8310512065344448,-1.2262438561005649,-0.5926602685249226,-0.3282311218808699,-0.05523237557070577,-0.419077818808068,0.571965343207755,-0.7203057281731484,-0.2519818551676763,-0.16843038421330378,-0.20776300831933314,-0.4367763033942909,-1.5547254627270772,-0.16843038421330378,-0.36635792228578173,4.933196300102782
2013-05-01,Manufacture of food products,-0.03137337110570129,-0.12792055605225122,-0.3208569287420087,-0.5697992179964558,-0.44460058289492976,-0.6296290757954541,-0.5321884407211497,-1.7187814652885447,-0.14875271051811878,0.024830742346310587,-1.0414612185247711,0.2730086447262832,0.0008376604970637906,0.049086353752691145,-1.0410539044740827,2.0467041698482475,1.002657245220993,-0.5161171030768229,-1.0345240566765004,-0.5822273025827585,1.0077597813195587,-0.4494509598244521,-0.668328748287687,-0.48621472060770543,1.3339341235280615,-1.1336954689693954,-0.08579696789751423,-0.68745593995435,0.6286537261300037,0.6112619965938628,-0.21573292008274633,3.913724817764598,0.7181492830957004,0.5988056068998532,-0.25724787771376323,0.8310512065344448,-1.5440948319116046,-0.5926602685249226,-0.17617517084979592,-0.05523237557070577,-0.419077818808068,1.096037926689392,-1.2327757571199651,-0.828887681472619,-0.16843038421330378,-0.20776300831933314,-0.4367763033942909,-1.2446357899685816,-0.16843038421330378,-0.36635792228578173,-1.6357688113413316
2013-06-01,Manufacture of food products,-0.03737849398988851,-1.2388893399784122,-0.7289451229073766,0.11662555345418042,-0.2936133930185506,-0.6119126424733123,-0.7710162541067441,-1.410786897454203,-0.3168838666319573,0.010538591111669481,-0.46370328927626625,0.2730086447262832,-0.8182332836847754,-0.5148780412280127,-1.1217888927073982,2.0467041698482475,0.6569689513132458,-0.5648310795437989,-1.0801576812005944,-0.7319180418731456,1.0135557209245114,-0.7091787068730689,-1.1761740907329996,-0.4734017832523103,1.357270429153152,-0.9129048237347179,-0.42905195601696944,-0.7608351099630964,-0.3397211430909932,0.7543080559708687,-0.21573292008274633,3.805014804499224,0.003607454638372123,0.5988056068998532,-0.25724787771376323,0.8310512065344448,-1.2218275331885717,-0.5926602685249226,-0.02411921981872205,-0.05523237557070577,-0.419077818808068,1.4017092256230124,-1.4203528063926463,-1.2134915656759142,-0.16843038421330378,-0.20776300831933314,-0.4367763033942909,-0.9345461172100862,-0.16843038421330378,-0.36635792228578173,4.645760743321725
2013-07-01,Manufacture of food products,-0.031636134845570756,-1.2474929821957714,-0.9772427009483436,0.1875688731286683,-0.6536062709140511,-0.6052455657396173,-0.6358264055832703,-1.5463214987007279,-0.8408080717598806,0.5282168774190882,0.023618754864109102,0.2730086447262832,-0.3464870884289826,-0.28889546699942514,-1.1220155203797602,2.0467041698482475,-0.006687501115536749,-0.38005535157578996,-1.1192371393149092,-0.5070701476415397,-1.8320673378614198,-0.567113791028346,-0.23612326156257227,-0.46857999802166317,1.3743208381545862,-1.3621520222186716,-0.512769885626555,-0.6835383337631515,-0.4870758822865954,0.6758634427641235,-0.21573292008274633,3.651541844595168,-0.7109343738189562,0.5988056068998532,-0.25724787771376323,0.8310512065344448,-0.8194816562728027,-0.5926602685249226,-0.02411921981872205,-0.05523237557070577,-0.419077818808068,1.2376295016092236,-1.2327757571199651,-1.2134915656759142,-0.16843038421330378,-0.20776300831933314,0.4552316401574302,-0.6244564444515908,-0.16843038421330378,-0.36635792228578173,7.604994324631109
2013-08-01,Manufacture of food products,-0.028930904874442224,-0.31446935642625934,-0.2540036630783997,0.6894720192173395,0.5739682002916604,-0.5645456660713275,-1.28388162709285,-1.1896381421415712,0.17523018417009975,0.24937156575647135,0.7480462702106524,0.2730086447262832,0.8849195228536156,-0.4770586596554463,-1.074834411837767,2.0467041698482475,-0.07246364365152407,-0.6452018225508743,-1.3426005060723265,-1.2085195695493334,-1.863156099883184,-0.6574814659719412,0.08587302479706928,-0.43914488231082077,1.62439731739487,-0.9003161082728781,-0.27106533729370114,-0.7386582959715862,0.03660918434771833,0.5651181064722487,-0.21573292008274633,3.6643312579205056,-1.2340152963828859,0.5988056068998532,-0.25724787771376323,0.8310512065344448,-0.16355265740273953,-0.5926602685249226,-0.02411921981872205,-0.05523237557070577,-0.419077818808068,2.163035110814284,-0.7203057281731494,-1.0211896235742666,-0.16843038421330378,-0.20776300831933314,0.4552316401574302,-0.3143667716930953,-0.16843038421330378,-0.36635792228578173,3.49243306169964
2013-09-01,Manufacture of food products,-0.03269046750473033,-0.05061406535166217,-0.5109654327144179,1.4904496220414634,-0.8007637850363163,-0.35050838475937746,-1.564850786770139,-0.9120750182809472,-0.3207184201585314,0.028267005575722523,1.5957783917122865,0.2730086447262832,-0.1512414744290153,-0.41370066226563934,-0.9948129295976001,2.0467041698482475,-0.05415388873081728,-0.9804932226758889,-1.4393468563292136,-1.0840299406488751,-1.8829218025475967,-0.5976235328800403,-0.7064918287948753,-0.28434813359156064,1.7558793157329329,-0.6180619316568815,-1.0584303331475764,-0.7522622874023176,0.11696285673657814,0.5743468844965712,-0.21573292008274633,3.702060027230253,-1.425476202276285,0.5988056068998532,-0.25724787771376323,0.8310512065344448,0.6879418258856038,-0.5926602685249226,-0.17617517084979592,-0.05523237557070577,-0.419077818808068,2.199286076243343,-0.020258649953651526,-0.828887681472619,-0.16843038421330378,-0.20776300831933314,0.4552316401574302,-0.004277098934599808,-0.16843038421330378,-0.36635792228578173,7.966706302021409
2013-10-01,Manufacture of food products,-0.02860024017519958,0.07795891400273981,-1.0455890974526998,0.5605887288000144,0.6477885242062326,-0.48754523507666936,-0.25503994557869275,-1.021540113824952,-0.5883342741396614,-0.3352640871587988,1.6634992696064084,0.2730086447262832,0.0911243475183921,-1.21914928353044,-1.0047326648117896,2.0467041698482475,0.42225618157880873,-0.02283524455677578,-0.9747089625575294,-0.6767581404740063,-1.4922664446751837,-0.576017034560192,-0.7382681973788595,-0.38345637657530457,1.7830892621860022,-0.19047986969643704,-1.0297573825468989,-0.6681084862166699,1.008677550766957,0.6015717796683239,-0.21573292008274633,4.018438139365804,-1.234015296382886,0.5988056068998532,-0.25724787771376323,0.8310512065344448,1.2386468580463146,-0.5926602685249226,-0.17617517084979592,-0.05523237557070577,-0.419077818808068,3.074271561911541,0.6797884282658464,-0.828887681472619,-0.16843038421330378,-0.20776300831933314,1.3472395837091513,0.30581257382389565,-0.16843038421330378,-0.36635792228578173,2.2403258655804503
2013-11-01,Manufacture of food products,-0.033835101012338935,0.2103942668070168,-0.9825051197461376,-1.0158436263553694,-0.9363687450401974,-0.6540275809020223,-0.06316439954401112,-0.7884952330801012,-1.1536555852163641,-0.29446857067592414,1.2694692096176456,0.2730086447262832,-0.45893850463282315,-0.9506203392766748,-1.0204912769551835,2.0467041698482475,0.3381644385169614,-0.06777661169117132,-0.6557869678616705,0.35826764545582424,-1.314819208925008,-0.5153203385067792,-0.3115335213160198,-0.5038602879638078,1.6320706491998829,0.06974938502125955,-1.1994408196714024,-0.8182161603572373,-1.0014079527440574,0.8298686760450126,-0.21573292008274633,3.6889003940455423,-0.7109343738189572,0.5988056068998532,-0.25724787771376323,0.8310512065344448,1.5820245488886089,-0.5926602685249226,-0.02411921981872205,-0.05523237557070577,-0.419077818808068,2.958307872650986,1.1922584572126622,-0.828887681472619,-0.16843038421330378,-0.20776300831933314,1.3472395837091513,0.6159022465823911,-0.16843038421330378,-0.36635792228578173,-10.347985347985343
2013-12-01,Manufacture of food products,-0.04534290390965649,0.032045367440462734,-1.22309306992683,-0.6721423391348267,-0.17819576722638455,-0.951958687079673,0.6194323713685064,-0.19603737031338753,-0.7910452593180206,0.2521057761641216,0.5336996121631439,0.2730086447262832,0.4120974697219239,-0.8744400705637739,-1.0179832924521866,2.0467041698482475,0.8290797143186684,0.5642505696615366,-0.47695201275849086,0.5924168321751683,-1.246447089039282,-0.4173622603458945,-0.7851921810528052,-0.7193310054759451,1.505081583454362,-0.7096098256345242,-1.3246832538408069,-0.6170064839117408,-0.8539153410143829,0.5920758528064878,-0.21573292008274633,3.4244536306101208,0.003607454638371598,0.5988056068998532,-0.25724787771376323,0.8310512065344448,1.6232766489820931,-0.5926602685249226,-0.02411921981872205,-0.05523237557070577,-0.419077818808068,1.7413779909371945,1.3798355064853438,-0.828887681472619,-0.16843038421330378,-0.20776300831933314,1.3472395837091513,0.6159022465823911,-0.16843038421330378,-0.36635792228578173,-7.1536144578313365
2014-01-01,Manufacture of food products,-0.042422719465439185,-0.7300147899520105,-1.3512623333429057,-0.6721423391348267,-0.23644546639865965,-0.8213726907447331,-0.06186984260502656,-0.14199177771203572,-0.7630032819594942,-0.3500048746693887,-0.4928504991441316,0.2730086447262832,0.1922381214392166,-0.6811638814375098,-1.0123310962343035,2.0467041698482475,1.8531521735572372,0.4145861302815268,-0.31675052887475824,-1.6233283777673264,-1.1519247037787597,-0.9379249924036411,-0.7232588288096443,-0.6248881703912829,1.6345425769358037,-0.8405460228215161,-1.3221129878635323,-0.6091433659486373,-0.9442764799151845,0.40125236333797243,-0.21573292008274633,3.1463600182443123,0.7181492830957004,0.5988056068998532,-0.25724787771376323,0.8310512065344448,1.5402610917844388,-0.5926602685249226,-0.17617517084979592,-0.05523237557070577,-0.419077818808068,0.6568179182310994,1.1922584572126627,-1.0211896235742666,-0.16843038421330378,-0.20776300831933314,-1.328784246946012,-2.4849944810025635,-0.16843038421330378,-0.36635792228578173,2.053712480252768
2014-01-01,Manufacture of food products,-0.0340056965767414,-0.7300147899520105,-1.3512623333429057,-1.2413393825267156,-0.06783255363663475,-0.8452215029453313,-0.014510634587187266,-0.14199177771203572,-0.7630032819594942,-0.027493561674346516,-1.1999102654790663,0.2730086447262832,-0.046152222937736034,-1.090708642919845,-1.0506659392948843,2.0467041698482475,2.3570070005357815,-0.21591069519194422,-0.31675052887475824,-1.6233283777673264,-1.1519247037787597,-0.9920843468000218,-0.6792164483132139,-0.6421361870304416,1.4810578423939291,-0.8405460228215161,-1.3221129878635323,-0.6091433659486373,-0.004748408638028502,0.20058137451149236,-0.21573292008274633,3.1463600182443123,0.7181492830957004,0.5988056068998532,-0.25724787771376323,0.8310512065344448,1.3273854250511734,-0.5926602685249226,-0.17617517084979592,-0.05523237557070577,-0.419077818808068,0.6568179182310994,1.1922584572126627,-1.0211896235742666,-0.16843038421330378,-0.20776300831933314,-1.328784246946012,-2.4849944810025635,-0.16843038421330378,-0.36635792228578173,2.053712480252768
2014-02-01,Manufacture of food products,-0.0340056965767414,-1.2579735381082269,-1.6368752700729865,-0.8464052514995557,-0.5093730811063744,-1.09746434087554,0.41266942173372706,-0.3070628476953924,-0.730594817763399,0.24123654136469966,-1.035537407208721,0.2730086447262832,-0.48440839499096694,-0.862004381958933,-1.0479207875998997,2.0467041698482475,2.2500692602654038,-0.18413043511470112,0.10909412924323622,0.5691537616355401,-0.9060341740071551,-0.7976595888678157,-0.8039044929686664,-0.8245640844508318,1.4810578423939291,-0.9262449027490272,-1.3227713488482356,-0.5896531102582224,1.0238149289175424,0.20058137451149236,-0.21573292008274633,3.434121818064419,1.2412302056596298,0.5988056068998532,-0.25724787771376323,0.8310512065344448,0.9645859648292802,-0.5926602685249226,-0.17617517084979592,-0.05523237557070577,-0.419077818808068,0.41542010868684087,0.6797884282658464,-0.828887681472619,-0.16843038421330378,-0.20776300831933314,-1.328784246946012,-2.1749048082440683,-0.16843038421330378,-0.36635792228578173,1.5215553677092153
2014-03-01,Manufacture of food products,-0.03449217637992241,-1.0171199251008416,-0.4702019453666616,0.35920769869764363,0.07451758099994364,-1.1469403788464565,-1.7362603169263822,-0.1247512595480755,0.32631171338272374,-0.10291315857855247,-0.6399967195029723,0.2730086447262832,-1.6145302610586751,0.6740487464939903,-1.1190997509599674,2.0467041698482475,2.1421773286505825,1.2932949060752668,0.8590868797829582,1.2059296626152625,-0.2841555285017413,-0.8339048473690658,-0.8602617060529906,-0.8603463078581937,1.6048437479051463,0.6955197480057445,-1.0320615921662335,-0.6656583733485744,1.8496844431393131,0.40822888005875824,-0.21573292008274633,3.984066591053957,1.432691111553029,0.5988056068998532,-0.25724787771376323,0.8310512065344448,0.6177678287734055,-0.5926602685249226,-0.4802870729119438,-0.05523237557070577,-0.419077818808068,0.6327273717804844,-0.020258649953651182,-1.0211896235742666,-0.16843038421330378,-0.20776300831933314,-1.328784246946012,-1.8648151354855727,-0.16843038421330378,-0.36635792228578173,4.8639736191261385
2014-04-01,Manufacture of food products,-0.03143665210941884,0.3617810177788269,-0.4880520734084884,1.4565887747204609,1.392933677943536,-1.144456876692799,-1.3810819048081215,0.23934745283403808,0.17265649594702406,0.05236018860720076,0.2384238563860369,0.2730086447262832,0.03329402472322882,0.34114026638935635,-1.1963561042904118,2.0467041698482475,2.748359395462698,0.7100307761697514,0.6711248300900763,0.02556478683265826,-0.288381144976046,-0.028262485277572108,-1.1699041595614534,-0.8585501812373216,1.5691740608468183,0.728807294615503,-1.3147339856883173,-0.867241056441618,0.0536263551278925,0.8050663351046449,-0.21573292008274633,4.003250711041964,1.24123020565963,0.5988056068998532,-0.25724787771376323,0.8310512065344448,0.4112656090993267,-0.5926602685249226,-0.4802870729119438,-0.05523237557070577,-0.419077818808068,0.4233620295834726,-0.7203057281731484,-1.0211896235742666,-0.16843038421330378,-0.20776300831933314,-0.4367763033942909,-1.5547254627270772,-0.16843038421330378,-0.36635792228578173,0.7835455435847294
